date;vac_statut;nb_PCR;nb_PCR_sympt;nb_PCR+;nb_PCR+_sympt;HC;HC_PCR+;SC;SC_PCR+;DC;DC_PCR+;effectif
2021-10-20;Complet entre 3 mois et 6 mois - sans rappel;52310.13;7038.38;1582.01;777.96;57.27;48.76;14.74;11.44;4.35;3.39;25661430.4
2021-10-20;Complet de 6 mois ou plus - sans rappel;9108.37;1022.55;313.33;147.97;26.26;21.51;8.98;7.31;5.06;3.0;3437616.63
2021-10-20;Complet - avec rappel de moins de 3 mois;4517.12;397.23;48.62;12.93;4.15;2.62;1.31;1.22;1.19;1.0;1734369.31
2021-10-21;Complet entre 3 mois et 6 mois - sans rappel;43285.61;6836.16;1711.46;851.18;54.99;44.28;11.7;9.06;7.44;6.05;25958718.73
2021-10-21;Complet - avec rappel de moins de 3 mois;3547.17;377.95;36.31;13.7;3.74;3.14;0.45;0.45;0.52;0.52;1812683.09
2021-10-22;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.19
2021-10-23;Primo dose efficace;4049.18;244.49;63.94;23.14;3.99;2.9;0.26;0.23;1.19;1.02;1940595.48
2021-10-23;Complet de 6 mois ou plus - sans rappel;7240.79;539.67;198.47;88.72;28.28;21.63;6.15;5.57;6.96;5.85;3772280.65
2021-10-23;Complet - avec rappel entre 3 mois et 6 mois;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;46.17
2021-10-24;Primo dose récente;238.06;13.83;2.41;1.32;0.23;0.23;0.13;0.09;0.0;0.0;342303.39
2021-10-24;Complet entre 3 mois et 6 mois - sans rappel;12350.01;770.78;222.7;89.93;32.98;26.0;10.64;8.81;2.77;2.58;26720914.67
2021-10-24;Complet de 6 mois ou plus - sans rappel;2641.64;214.97;42.17;21.23;12.18;11.79;5.02;4.92;3.73;2.5;3853622.05
2021-10-26;Primo dose récente;1233.52;102.17;40.73;20.64;0.14;0.03;1.43;1.32;0.0;0.0;337154.19
2021-10-26;Complet entre 3 mois et 6 mois - sans rappel;53747.74;7359.32;1856.37;954.29;54.12;42.7;14.93;8.96;6.25;4.18;26994543.84
2021-10-26;Complet - avec rappel entre 3 mois et 6 mois;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;48.19
2021-10-27;Complet de moins de 3 mois - sans rappel;23593.2;3153.93;568.47;284.52;22.75;16.19;7.36;7.18;1.59;1.33;15455890.36
2021-10-28;Primo dose récente;1074.27;107.2;28.53;10.84;1.63;1.6;1.32;1.27;0.0;0.0;321646.27
2021-10-28;Complet de 6 mois ou plus - sans rappel;8708.4;1312.5;423.72;194.79;32.04;27.81;4.77;4.58;7.22;5.22;4211557.66
2021-10-28;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-10-29;Complet de moins de 3 mois - sans rappel;22195.8;2735.8;619.72;283.46;15.57;10.72;4.83;3.32;3.13;3.05;14840225.76
2021-10-29;Complet de 6 mois ou plus - sans rappel;9316.07;1298.6;440.41;186.05;27.57;24.4;7.83;7.3;6.34;5.56;4344772.42
2021-10-29;Complet - avec rappel entre 3 mois et 6 mois;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;52.45
2021-10-29;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-10-30;Primo dose récente;1030.23;52.52;23.72;7.93;1.12;1.12;0.64;0.05;0.0;0.0;304075.87
2021-10-30;Complet de 6 mois ou plus - sans rappel;9020.13;789.97;352.82;150.8;36.86;30.24;5.87;4.9;11.99;10.32;4449432.81
2021-10-30;Complet - avec rappel de moins de 3 mois;4941.19;316.18;40.47;12.74;1.81;1.43;2.93;2.57;1.39;1.17;2480249.31
2021-10-31;Primo dose efficace;1292.09;76.08;17.45;5.76;4.79;3.46;1.42;0.38;0.41;0.0;1820647.38
2021-10-31;Complet - avec rappel de moins de 3 mois;1957.35;155.54;4.11;1.6;1.56;1.56;0.44;0.0;0.08;0.0;2527976.44
2021-10-31;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-01;Complet de moins de 3 mois - sans rappel;7200.4;417.58;156.4;59.77;14.82;10.88;2.56;2.3;0.19;0.17;14282133.94
2021-11-01;Complet entre 3 mois et 6 mois - sans rappel;16894.19;1132.38;494.77;211.05;44.0;35.29;14.94;14.22;7.69;6.26;27824472.07
2021-11-01;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-02;Non-vaccinés;39378.35;5480.36;3574.26;1873.19;112.13;85.77;32.86;28.14;16.96;13.59;16212585.06
2021-11-02;Primo dose récente;1225.83;82.81;42.39;19.31;0.46;0.25;2.0;1.0;0.05;0.0;274126.58
2021-11-02;Primo dose efficace;5962.24;463.74;162.31;69.85;9.82;5.58;2.21;0.77;0.29;0.2;1806924.23
2021-11-02;Complet entre 3 mois et 6 mois - sans rappel;71795.33;8886.22;3538.94;1876.73;68.54;59.94;17.29;13.92;8.91;5.4;27921532.93
2021-11-02;Complet - avec rappel de moins de 3 mois;10601.2;614.36;115.77;30.26;11.5;8.72;2.48;1.17;3.43;2.0;2616790.76
2021-11-03;Complet de moins de 3 mois - sans rappel;20161.3;3181.35;762.42;387.24;20.5;16.44;7.26;7.13;2.42;2.4;13771525.68
2021-11-03;Complet entre 3 mois et 6 mois - sans rappel;53220.54;9097.42;2743.82;1489.13;79.97;65.34;16.32;12.45;3.63;2.07;27977706.0
2021-11-03;Complet de 6 mois ou plus - sans rappel;12710.66;1765.3;652.4;330.62;46.64;35.91;8.93;6.7;8.9;8.42;4757376.29
2021-11-03;Complet - avec rappel entre 3 mois et 6 mois;1.14;0.02;0.02;0.02;0.0;0.0;0.0;0.0;0.0;0.0;55.32
2021-11-03;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-04;Primo dose récente;799.47;79.36;29.59;10.31;1.44;1.11;0.12;0.1;0.02;0.0;267767.84
2021-11-04;Primo dose efficace;3975.32;458.68;107.3;48.66;7.73;4.76;1.48;1.4;0.69;0.44;1782751.26
2021-11-04;Complet entre 3 mois et 6 mois - sans rappel;47774.82;8483.99;2719.6;1388.62;64.16;54.27;25.49;23.1;7.2;6.24;27994632.66
2021-11-04;Complet de 6 mois ou plus - sans rappel;10788.53;1735.42;631.239999999999;311.6;39.37;32.95;16.56;13.73;5.86;5.31;4889841.16
2021-11-04;Complet - avec rappel entre 3 mois et 6 mois;0.09;0.02;0.02;0.02;0.0;0.0;0.0;0.0;0.0;0.0;58.14
2021-11-04;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-05;Complet de moins de 3 mois - sans rappel;21346.4;2857.0;807.52;365.05;24.31;20.39;5.65;4.49;0.48;0.43;13310925.48
2021-11-05;Complet entre 3 mois et 6 mois - sans rappel;60678.48;8520.92;2920.21;1424.3;66.5;51.14;17.02;15.23;6.64;6.55;28007156.19
2021-11-05;Complet de 6 mois ou plus - sans rappel;14847.52;1836.7;691.15;302.76;66.77;52.6;7.68;6.02;11.18;10.11;5062522.25
2021-11-05;Complet - avec rappel de moins de 3 mois;8560.62;653.49;91.33;22.48;8.3;4.07;0.1;0.06;2.09;2.0;2914922.45
2021-11-05;Complet - avec rappel entre 3 mois et 6 mois;0.15;0.04;0.04;0.04;0.0;0.0;0.0;0.0;0.0;0.0;58.15
2021-11-06;Complet entre 3 mois et 6 mois - sans rappel;48494.18;4582.36;1890.88;963.99;67.38;54.57;23.94;20.64;6.42;6.01;28041265.06
2021-11-06;Complet de 6 mois ou plus - sans rappel;12014.26;1001.99;430.65;175.81;32.61;24.92;9.07;7.62;13.43;12.21;5227905.83
2021-11-07;Primo dose récente;191.15;9.90999999999999;7.01;4.46;0.35;0.32;0.17;0.17;0.12;0.12;257502.0
2021-11-07;Complet de moins de 3 mois - sans rappel;5256.66;386.91;141.61;54.19;14.36;12.75;2.9;2.9;0.12;0.12;12864058.34
2021-11-07;Complet entre 3 mois et 6 mois - sans rappel;13626.32;1086.19;504.81;221.25;47.38;38.03;14.81;12.93;7.14;6.93;28166654.5
2021-11-07;Complet - avec rappel entre 3 mois et 6 mois;0.06;0.01;0.01;0.01;0.0;0.0;0.0;0.0;0.02;0.0;62.09
2021-11-08;Primo dose efficace;5479.17;518.17;150.41;74.29;4.98;1.53;2.46;1.01;0.46;0.0;1746072.78
2021-11-08;Complet de 6 mois ou plus - sans rappel;20990.29;2565.19;1158.02;541.93;51.88;40.22;13.13;11.31;14.03;13.01;5306914.02
2021-11-09;Primo dose efficace;4060.86;508.72;133.49;56.94;10.51;5.67;1.17;1.08;0.08;0.0;1760652.43
2021-11-09;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-10;Complet entre 3 mois et 6 mois - sans rappel;60648.89;10323.14;3523.04;1833.66;79.16;61.78;17.29;15.38;8.35;7.04;28270517.16
2021-11-11;Complet entre 3 mois et 6 mois - sans rappel;14955.3;1436.07;658.12;289.63;52.12;41.54;20.03;17.39;9.85;7.81;28304770.9
2021-11-11;Complet - avec rappel entre 3 mois et 6 mois;0.07;0.01;0.03;0.01;0.0;0.0;0.0;0.0;0.0;0.0;66.97
2021-11-12;Complet de 6 mois ou plus - sans rappel;20746.81;2871.8;1450.24;740.07;63.17;47.63;19.45;18.09;8.75;8.0;5848385.43
2021-11-12;Complet - avec rappel de moins de 3 mois;11836.85;930.85;201.77;57.87;12.34;8.02;1.2;1.11;2.81;2.62;3433390.03
2021-11-13;Non-vaccinés;26967.91;3659.76;2501.45;1109.42;148.34;112.85;40.43;29.84;17.43;13.79;15992495.08
2021-11-13;Primo dose efficace;3404.48;245.98;82.14;27.7;5.52;2.9;1.61;0.2;1.44;1.44;1691607.01
2021-11-13;Complet de moins de 3 mois - sans rappel;15549.25;1553.09;683.97;300.9;18.68;12.98;3.23;2.99;0.4;0.36;11426265.2
2021-11-13;Complet entre 3 mois et 6 mois - sans rappel;50316.36;5601.94;2697.64;1338.21;67.04;56.58;14.62;12.04;6.95;5.34;28644161.72
2021-11-13;Complet de 6 mois ou plus - sans rappel;14111.87;1444.49;739.07;355.22;62.47;49.84;15.5;13.41;10.31;7.72;5903871.27
2021-11-13;Complet - avec rappel de moins de 3 mois;8403.98;487.22;102.41;24.74;12.53;9.62;4.39;2.29;2.48;2.36;3583441.54
2021-11-14;Primo dose récente;167.85;10.22;8.1;1.98;1.97;1.35;1.26;1.23;0.0;0.0;234806.0
2021-11-14;Primo dose efficace;973.05;62.72;29.01;8.55;6.1;3.36;1.25;1.06;2.63;2.08;1675320.57
2021-11-14;Complet de moins de 3 mois - sans rappel;4784.94;426.68;182.34;84.46;24.98;18.04;5.02;3.85;0.93;0.78;11244304.65
2021-11-14;Complet entre 3 mois et 6 mois - sans rappel;13221.29;1250.86;694.27;290.96;46.19;35.91;12.15;11.29;10.57;8.13;28741259.25
2021-11-14;Complet de 6 mois ou plus - sans rappel;4098.13;410.18;210.55;95.29;50.45;41.26;18.38;14.8;7.39;6.81;5956459.42
2021-11-14;Complet - avec rappel de moins de 3 mois;2712.66;204.85;26.4;5.17;9.09;6.74;2.9;2.66;1.61;1.47;3650668.68
2021-11-14;Complet - avec rappel entre 3 mois et 6 mois;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;69.87
2021-11-14;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-15;Primo dose récente;1053.0;106.43;81.8;39.61;1.66;1.27;0.21;0.1;0.02;0.0;234720.75
2021-11-15;Primo dose efficace;5717.87;553.96;211.07;105.31;22.11;16.02;2.09;2.05;0.26;0.05;1673159.59
2021-11-15;Complet entre 3 mois et 6 mois - sans rappel;85619.48;14352.78;7036.69;3876.94;102.03;82.94;25.97;20.37;8.4;6.09;28762824.24
2021-11-16;Primo dose récente;882.88;123.46;74.84;45.12;1.44;1.12;0.11;0.02;0.0;0.0;243139.19
2021-11-16;Complet de moins de 3 mois - sans rappel;22701.08;4214.92;1293.15;637.68;30.47;21.97;4.08;2.24;3.78;3.55;10884311.89
2021-11-16;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-17;Primo dose efficace;4532.1;580.07;181.71;95.61;13.19;9.35;0.72;0.16;0.5;0.13;1633076.45
2021-11-17;Complet entre 3 mois et 6 mois - sans rappel;74560.44;14891.7;6035.27;3234.94;109.53;89.1;14.75;9.21;12.3;11.77;29096225.24
2021-11-17;Complet de 6 mois ou plus - sans rappel;21413.43;3472.88;1563.13;795.2;75.62;60.37;16.91;12.82;13.0;11.56;6056778.77
2021-11-18;Complet - avec rappel entre 3 mois et 6 mois;2.23;0.08;0.08;0.08;0.0;0.0;0.01;0.0;0.03;0.0;74.73
2021-11-19;Non-vaccinés;62874.62;10746.37;6524.32;2931.41;181.54;127.38;66.02;56.15;23.34;19.45;15884336.31
2021-11-19;Primo dose récente;1051.31;135.2;84.78;45.94;0.4;0.25;1.28;1.26;0.03;0.0;247010.72
2021-11-21;Primo dose efficace;1055.49;94.11;31.9;10.44;8.26;4.82;0.39;0.36;0.12;0.0;1594615.02
2021-11-21;Complet entre 3 mois et 6 mois - sans rappel;15347.57;1649.53;1078.37;439.09;74.14;54.47;19.26;15.28;7.92;6.39;29732023.25
2021-11-22;Non-vaccinés;77805.99;15087.22;9998.58;4905.12;243.53;187.88;79.4;64.56;23.01;19.72;15828414.57
2021-11-22;Complet de 6 mois ou plus - sans rappel;33831.94;5164.44;2924.86;1500.8;121.35;109.16;23.11;19.21;9.82;8.4;6297775.36
2021-11-23;Complet - avec rappel de moins de 3 mois;19549.52;2071.59;369.6;111.32;27.72;21.3;1.02;0.73;1.26;0.82;4628072.68
2021-11-23;Complet - avec rappel entre 3 mois et 6 mois;2.35;0.0;0.08;0.0;0.05;0.0;0.0;0.0;0.04;0.04;79.6
2021-11-24;Non-vaccinés;72759.09;16034.99;9149.16;4258.56;246.66;195.15;61.69;51.16;22.26;16.32;15784062.83
2021-11-24;Primo dose récente;1100.77;188.7;132.37;66.36;3.06;2.76;1.11;1.04;0.05;0.0;259281.28
2021-11-24;Complet de moins de 3 mois - sans rappel;24583.98;5320.4;1617.7;814.32;36.77;28.73;8.96;8.32;3.47;2.23;8539209.46
2021-11-24;Complet entre 3 mois et 6 mois - sans rappel;105298.24;24486.28;9908.46;5302.46;138.19;108.88;29.01;25.22;14.43;12.52;30279229.49
2021-11-24;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6
2021-11-25;Complet - avec rappel entre 3 mois et 6 mois;1.3;0.0;0.04;0.0;0.0;0.0;0.0;0.0;0.0;0.0;83.42
2021-11-26;Non-vaccinés;89339.4699999999;17203.17;10514.96;4648.46;267.92;209.85;69.13;57.39;20.62;18.19;15730903.4
2021-11-26;Complet - avec rappel entre 3 mois et 6 mois;1.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;84.31
2021-11-27;Primo dose récente;847.27;109.65;80.67;45.75;1.42;1.24;1.25;1.21;0.0;0.0;281615.47
2021-11-27;Complet entre 3 mois et 6 mois - sans rappel;73121.02;11776.81;6716.86;3213.39;133.09;109.79;29.85;27.73;9.94;9.14;30626395.95
2021-11-29;Complet de moins de 3 mois - sans rappel;28069.71;5526.91;2485.53;1252.89;41.27;34.8;7.16;6.03;5.41;3.93;7198441.06
2021-11-29;Complet de 6 mois ou plus - sans rappel;43822.64;7837.25;4726.39;2426.8;172.38;152.64;38.29;33.55;22.46;19.06;6438810.48
2021-11-30;Primo dose récente;1329.66;261.87;213.63;118.7;5.08;4.81;1.16;1.11;2.03;2.0;283505.56
2021-11-30;Primo dose efficace;5758.66;921.87;332.71;146.05;12.19;9.89;1.97;1.43;1.04;0.87;1482331.82
2021-11-30;Complet de moins de 3 mois - sans rappel;25346.46;5520.02;2143.46;1033.93;38.63;32.35;5.84;3.23;2.84;2.45;6881196.71
2021-11-30;Complet entre 3 mois et 6 mois - sans rappel;133297.8;32243.6;15059.79;7877.96;198.53;150.81;54.14;47.3;24.92;21.6;30860103.17
2021-11-30;Complet - avec rappel entre 3 mois et 6 mois;72.65;6.69;2.41;1.5;0.34;0.0;0.02;0.0;0.35;0.0;6247.02
2021-12-01;Primo dose récente;1368.58;279.82;223.63;124.42;3.98;3.65;0.32;0.27;0.02;0.0;284545.8
2021-12-01;Complet entre 3 mois et 6 mois - sans rappel;133112.14;31938.24;14823.86;7819.18;190.21;155.16;47.79;41.94;11.7;7.28;30908879.39
2021-12-01;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.6
2021-12-02;Complet entre 3 mois et 6 mois - sans rappel;133196.24;33100.85;16170.28;8597.67;191.13;155.38;48.6;42.42;18.03;12.98;30929108.43
2021-12-02;Complet - avec rappel entre 3 mois et 6 mois;192.86;23.6;9.41;3.48;1.2;1.12;0.09;0.09;0.16;0.0;41764.95
2021-12-03;Complet de moins de 3 mois - sans rappel;24401.1;4743.78;1987.23;967.87;42.48;37.76;8.36;7.86;7.38;5.35;6073658.24
2021-12-03;Complet de 6 mois ou plus - sans rappel;39182.06;7368.77;4155.37;2045.59;173.29;134.39;40.96;36.03;25.43;22.22;6635797.4
2021-12-04;Primo dose récente;857.65;114.54;110.28;54.24;3.09;2.88;0.01;0.01;0.0;0.0;270343.8
2021-12-04;Primo dose efficace;3622.93;426.41;240.25;104.93;14.28;12.87;1.8;1.58;5.15;5.09;1433006.62
2021-12-04;Complet de moins de 3 mois - sans rappel;14289.28;1981.64;1057.36;451.54;29.17;24.37;10.39;9.09;3.34;2.06;5810895.17
2021-12-04;Complet de 6 mois ou plus - sans rappel;23229.92;3437.01;2190.83;1011.48;114.21;93.13;36.71;34.86;29.92;27.54;6644712.84
2021-12-05;Primo dose récente;230.07;30.16;30.08;14.25;5.14;4.81;1.21;1.1;0.0;0.0;263592.38
2021-12-05;Primo dose efficace;1153.68;110.6;63.23;27.58;18.56;14.83;2.13;1.23;3.41;3.09;1424019.51
2021-12-05;Complet de moins de 3 mois - sans rappel;3809.44;416.1;246.06;86.54;24.68;19.38;8.66;7.49;2.31;1.48;5613148.96
2021-12-05;Complet entre 3 mois et 6 mois - sans rappel;21729.59;2903.11;2199.07;860.54;151.73;116.88;41.34;34.21;13.91;12.87;30693446.37
2021-12-06;Non-vaccinés;112557.38;25379.37;20358.97;9766.65;437.9;342.57;143.04;115.97;49.29;39.73;15551297.78
2021-12-06;Primo dose efficace;7090.75;1093.29;579.85;288.0;18.85;13.77;4.58;3.38;0.87;0.44;1422056.85
2021-12-06;Complet entre 3 mois et 6 mois - sans rappel;164942.99;38116.75;22737.74;12436.73;227.64;182.63;56.5;45.0;26.66;22.01;30650578.01
2021-12-06;Complet de 6 mois ou plus - sans rappel;49068.25;8950.21;5820.99;2971.45;189.15;164.09;51.17;46.2;39.95;31.47;6721586.64
2021-12-06;Complet - avec rappel entre 3 mois et 6 mois;867.09;67.66;27.73;5.14;2.49;1.29;0.06;0.06;0.08;0.08;120147.16
2021-12-06;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.58
2021-12-07;Primo dose efficace;6145.31;1071.65;465.67;225.92;19.56;16.69;3.23;2.66;0.69;0.21;1413685.56
2021-12-07;Complet de moins de 3 mois - sans rappel;24174.55;5044.63;2036.36;987.81;49.77;35.64;9.58;8.62;1.66;0.68;5405475.97
2021-12-07;Complet entre 3 mois et 6 mois - sans rappel;149420.52;36676.92;18753.67;9730.18000000001;241.02;175.45;56.11;49.89;25.93;20.23;30452307.59
2021-12-07;Complet de 6 mois ou plus - sans rappel;42861.25;8188.31;4614.1;2211.24;202.6;170.21;37.98;34.82;31.41;26.6;6742425.09
2021-12-07;Complet - avec rappel entre 3 mois et 6 mois;889.02;97.15;32.58;10.43;1.88;1.47;0.4;0.12;0.58;0.0;153382.87
2021-12-07;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.58
2021-12-08;Non-vaccinés;96031.89;22295.7;15947.06;7419.88;489.83;386.8;141.54;112.35;61.73;55.28;15512330.59
2021-12-08;Primo dose récente;1345.26;263.42;208.3;123.57;6.37;4.4;0.37;0.28;0.02;0.0;260353.47
2021-12-08;Primo dose efficace;5819.75;927.07;419.1;190.15;24.36;17.97;2.3;1.69;1.74;0.27;1403709.98
2021-12-08;Complet - avec rappel entre 3 mois et 6 mois;937.34;110.87;41.45;8.4;2.22;2.17;1.0;1.0;0.36;0.0;188473.44
2021-12-09;Primo dose récente;1375.75;291.56;233.8;135.68;8.23;7.13;0.1;0.09;0.0;0.0;255143.5
2021-12-11;Primo dose efficace;3573.25;398.15;230.21;100.65;20.93;16.33;4.87;4.42;4.79;3.35;1371237.21
2021-12-11;Complet - avec rappel entre 3 mois et 6 mois;880.4;68.58;20.61;6.17;2.49;1.26;0.09;0.06;0.0;0.0;294735.72
2021-12-12;Primo dose efficace;1091.51;112.36;71.03;27.31;9.52;6.71;3.04;1.44;4.4;4.2;1361545.73
2021-12-12;Complet entre 3 mois et 6 mois - sans rappel;21754.68;3079.85;2286.29;971.25;143.44;111.25;42.96;35.09;25.67;20.54;29108331.2
2021-12-12;Complet - avec rappel de moins de 3 mois;8805.66;758.86;251.09;57.76;54.34;43.36;12.0;8.51;6.85;4.02;9962072.72
2021-12-12;Complet - avec rappel entre 3 mois et 6 mois;293.19;33.33;7.34;3.28;1.1;1.05;0.1;0.1;0.36;0.0;308536.15
2021-12-13;Primo dose efficace;6993.54;1011.38;623.76;282.12;26.19;21.25;3.97;2.82;2.54;2.49;1359181.31
2021-12-13;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.58
2021-12-14;Complet de moins de 3 mois - sans rappel;22448.55;4036.91;2035.49;997.85;41.32;29.75;8.84;6.26;5.18;2.89;4460058.68
2021-12-15;Complet de 6 mois ou plus - sans rappel;38789.84;6690.66;4575.44;2114.61;188.34;155.74;32.85;25.38;48.13;41.53;6383261.18
2021-12-15;Complet - avec rappel entre 3 mois et 6 mois;2563.88;204.19;72.78;14.3;4.88;4.18;0.35;0.29;1.18;1.0;413713.86
2021-12-16;Primo dose efficace;5829.57;822.62;494.31;217.79;31.87;27.54;7.76;6.33;1.33;1.19;1315253.04
2021-12-16;Complet de moins de 3 mois - sans rappel;20493.19;3227.27;1807.7;796.86;48.48;39.5;9.82;7.57;6.76;5.02;4214702.5
2021-12-16;Complet entre 3 mois et 6 mois - sans rappel;144608.78;29180.75;19735.2;9643.15;188.92;157.51;50.49;34.55;24.59;17.75;27799280.39
2021-12-16;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.58
2021-12-17;Non-vaccinés;87078.2;18542.88;16155.78;7280.79;496.77;378.47;181.15;145.63;62.53;51.27;15326197.5
2021-12-17;Complet de moins de 3 mois - sans rappel;21258.31;2934.87;1945.1;826.31;50.7;39.35;14.06;11.97;7.38;6.47;4123607.12
2021-12-18;Primo dose efficace;3462.07;373.54;281.12;116.53;14.68;11.89;3.25;2.17;4.05;3.42;1274041.61
2021-12-18;Complet de 6 mois ou plus - sans rappel;20835.46;2955.05;2533.03;1066.91;115.36;93.01;23.57;19.2;40.03;32.77;6008453.08
2021-12-18;Complet - avec rappel de moins de 3 mois;41730.73;3857.65;1572.77;457.0;56.07;41.37;10.57;8.15;10.17;8.4;13211160.61
2021-12-18;Complet - avec rappel entre 3 mois et 6 mois;1820.6;190.6;60.62;15.26;11.38;10.06;0.0;0.0;0.49;0.03;579138.6
2021-12-18;Complet - avec rappel de 6 mois ou plus;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.58
2021-12-19;Primo dose récente;288.6;37.09;45.26;21.35;6.66;5.72;0.57;0.45;1.1;1.1;269260.81
2021-12-19;Complet de moins de 3 mois - sans rappel;4072.8;351.07;308.24;100.31;30.56;25.12;13.0;11.09;5.44;4.79;3887231.12
2021-12-19;Complet entre 3 mois et 6 mois - sans rappel;24128.12;2975.75;3068.91;1175.06;138.08;110.38;34.2;26.32;18.48;15.06;26569785.82
2021-12-19;Complet - avec rappel de moins de 3 mois;12974.41;1192.98;533.68;124.28;52.2;40.5;6.55;4.39;16.55;14.43;13672989.71
2021-12-20;Primo dose récente;1817.73;332.1;397.76;200.59;6.0;4.81;1.07;0.06;0.04;0.0;273321.16
2021-12-20;Primo dose efficace;6307.01;1010.13;757.05;374.88;22.4;18.43;7.8;6.19;3.82;3.46;1253098.43
2021-12-20;Complet de moins de 3 mois - sans rappel;20715.15;3366.66;2524.38;1100.38;45.0;37.96;10.69;9.73;5.31;4.43;3868196.67
2021-12-20;Complet - avec rappel de moins de 3 mois;89255.14;11438.09;5079.07;1719.43;98.36;77.5;22.44;13.89;11.87;10.86;13828474.44
2021-12-21;Complet entre 3 mois et 6 mois - sans rappel;151867.97;35101.19;30715.93;15043.66;213.28;166.33;42.32;37.84;20.6;17.0;25983290.45
2021-12-22;Complet de moins de 3 mois - sans rappel;20619.8;3390.86;2769.21;1192.53;51.26;43.99;13.42;10.91;7.09;5.29;3731366.52
2021-12-23;Complet de moins de 3 mois - sans rappel;23894.53;3545.12;3001.98;1223.95;57.66;48.53;15.31;14.44;2.87;2.41;3622337.81
2021-12-23;Complet entre 3 mois et 6 mois - sans rappel;208820.37;37830.24;36320.35;16292.03;200.85;164.84;44.35;34.75;25.53;21.65;24987351.26
2021-12-23;Complet de 6 mois ou plus - sans rappel;54028.7;9052.46;8290.05;3481.95;157.86;134.55;27.95;22.76;38.89;33.15;5523949.66
2021-12-23;Complet - avec rappel entre 3 mois et 6 mois;7268.98;606.15;283.15;78.23;5.9;5.55;2.64;2.05;4.3;3.32;760847.31
2021-12-23;Complet - avec rappel de 6 mois ou plus;1.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.57
2021-12-24;Non-vaccinés;60893.42;13482.1;15802.71;6850.71999999999;522.85;384.61;175.04;144.03;88.32;70.55;15133793.99
2021-12-24;Primo dose efficace;4570.48;696.68;649.31;284.74;19.58;13.87;4.64;2.61;3.86;3.19;1172919.5
2021-12-24;Complet entre 3 mois et 6 mois - sans rappel;135936.27;25108.96;29235.74;13282.66;190.07;155.92;32.64;27.64;17.36;13.14;24483482.51
2021-12-24;Complet de 6 mois ou plus - sans rappel;34862.47;6000.9;6505.05;2737.28;144.49;121.17;35.75;32.79;28.88;25.16;5289343.25
2021-12-24;Complet - avec rappel de moins de 3 mois;96649.21;11250.11;7412.19;2480.36;120.17;97.6;21.54;18.96;16.02;11.31;16703826.16
2021-12-24;Complet - avec rappel de 6 mois ou plus;0.03;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.54
2021-12-25;Complet de moins de 3 mois - sans rappel;2831.07;341.56;334.1;121.16;44.31;32.72;11.16;10.68;3.98;3.48;3471908.62
